id,rank,common_name,french_name,order,family,subfamily,genus,species,annotation,status_accidental,status_hawaiian,status_introduced,status_nonbreeding,status_extinct,status_misplaced
1000,species,Buffy Tuftedcheek,Anabate chamois,Passeriformes,Furnariidae,Furnariinae,Pseudocolaptes,Pseudocolaptes lawrencii,"","","","","","",""
1014,species,Sharp-tailed Streamcreeper,Picerthie de Saint-Hilaire,Passeriformes,Furnariidae,Furnariinae,Lochmias,Lochmias nematura,"","","","","","",""
1004,species,Slaty-winged Foliage-gleaner,Anabate à ailes sombres,Passeriformes,Furnariidae,Furnariinae,Philydor,Philydor fuscipenne,"","","","","","",""
1005,species,Buff-fronted Foliage-gleaner,Anabate roux,Passeriformes,Furnariidae,Furnariinae,Philydor,Philydor rufum,"","","","","","",""
1003,species,Scaly-throated Foliage-gleaner,Anabate à lunettes,Passeriformes,Furnariidae,Furnariinae,Anabacerthia,Anabacerthia variegaticeps,"","","","","","",""
1002,species,Lineated Foliage-gleaner,Anabate vergeté,Passeriformes,Furnariidae,Furnariinae,Syndactyla,Syndactyla subalaris,"","","","","","",""
1001,species,Striped Woodhaunter,Anabate forestier,Passeriformes,Furnariidae,Furnariinae,Hyloctistes,Hyloctistes subulatus,"","","","","","",""
1006,species,Buff-throated Foliage-gleaner,Anabate à gorge fauve,Passeriformes,Furnariidae,Furnariinae,Automolus,Automolus ochrolaemus,"","","","","","",""
1007,species,Ruddy Foliage-gleaner,Anabate rubigineux,Passeriformes,Furnariidae,Furnariinae,Automolus,Automolus rubiginosus,"","","","","","",""
1008,species,Streak-breasted Treehunter,Anabate des ravins,Passeriformes,Furnariidae,Furnariinae,Thripadectes,Thripadectes rufobrunneus,Monotypic.,"","","","","",""
997,species,Spotted Barbtail,Anabasitte tachetée,Passeriformes,Furnariidae,Furnariinae,Premnoplex,Premnoplex brunnescens,"","","","","","",""
998,species,Beautiful Treerunner,Anabasitte superbe,Passeriformes,Furnariidae,Furnariinae,Margarornis,Margarornis bellulus,Monotypic.,"","","","","",""
999,species,Ruddy Treerunner,Anabasitte rousse,Passeriformes,Furnariidae,Furnariinae,Margarornis,Margarornis rubiginosus,"","","","","","",""
996,species,Double-banded Graytail,Queue-grise des feuilles,Passeriformes,Furnariidae,Furnariinae,Xenerpestes,Xenerpestes minlosi,"","","","","","",""
994,species,Red-faced Spinetail,Synallaxe à face rouge,Passeriformes,Furnariidae,Furnariinae,Cranioleuca,Cranioleuca erythrops,"","","","","","",""
995,species,Rusty-backed Spinetail,Synallaxe renard,Passeriformes,Furnariidae,Furnariinae,Cranioleuca,Cranioleuca vulpina,"","","","","","",""
991,species,Pale-breasted Spinetail,Synallaxe albane,Passeriformes,Furnariidae,Furnariinae,Synallaxis,Synallaxis albescens,"","","","","","",""
992,species,Slaty Spinetail,Synallaxe ardoisé,Passeriformes,Furnariidae,Furnariinae,Synallaxis,Synallaxis brachyura,"","","","","","",""
993,species,Rufous-breasted Spinetail,Synallaxe à poitrine rousse,Passeriformes,Furnariidae,Furnariinae,Synallaxis,Synallaxis erythrothorax,"","","","","","",""
1070,species,Yellow-bellied Tyrannulet,Tyranneau à ventre jaune,Passeriformes,Tyrannidae,Elaeniinae,Ornithion,Ornithion semiflavum,Monotypic.,"","","","","",""
1071,species,Brown-capped Tyrannulet,Tyranneau à tête brune,Passeriformes,Tyrannidae,Elaeniinae,Ornithion,Ornithion brunneicapillus,"","","","","","",""
1072,species,Northern Beardless-Tyrannulet,Tyranneau imberbe,Passeriformes,Tyrannidae,Elaeniinae,Camptostoma,Camptostoma imberbe,"","","","","","",""
1073,species,Southern Beardless-Tyrannulet,Tyranneau passegris,Passeriformes,Tyrannidae,Elaeniinae,Camptostoma,Camptostoma obsoletum,"","","","","","",""
1074,species,Mouse-colored Tyrannulet,Tyranneau souris,Passeriformes,Tyrannidae,Elaeniinae,Phaeomyias,Phaeomyias murina,"","","","","","",""
1075,species,Cocos Flycatcher,Tyranneau de Cocos,Passeriformes,Tyrannidae,Elaeniinae,Nesotriccus,Nesotriccus ridgwayi,Monotypic.,"","","","","",""
1076,species,Yellow Tyrannulet,Tyranneau flavéole,Passeriformes,Tyrannidae,Elaeniinae,Capsiempis,Capsiempis flaveola,"","","","","","",""
1077,species,Yellow-crowned Tyrannulet,Tyranneau roitelet,Passeriformes,Tyrannidae,Elaeniinae,Tyrannulus,Tyrannulus elatus,Monotypic.,"","","","","",""
1078,species,Forest Elaenia,Élénie de Gaimard,Passeriformes,Tyrannidae,Elaeniinae,Myiopagis,Myiopagis gaimardii,"","","","","","",""
1079,species,Gray Elaenia,Élénie grise,Passeriformes,Tyrannidae,Elaeniinae,Myiopagis,Myiopagis caniceps,"","","","","","",""
1080,species,Jamaican Elaenia,Élénie de la Jamaïque,Passeriformes,Tyrannidae,Elaeniinae,Myiopagis,Myiopagis cotta,Monotypic.,"","","","","",""
1081,species,Greenish Elaenia,Élénie verdâtre,Passeriformes,Tyrannidae,Elaeniinae,Myiopagis,Myiopagis viridicata,"","","","","","",""
1082,species,Caribbean Elaenia,Élénie siffleuse,Passeriformes,Tyrannidae,Elaeniinae,Elaenia,Elaenia martinica,"","","","","","",""
1083,species,Yellow-bellied Elaenia,Élénie à ventre jaune,Passeriformes,Tyrannidae,Elaeniinae,Elaenia,Elaenia flavogaster,"","","","","","",""
2062,species,White-crested Elaenia,Élénie à cimier blanc,Passeriformes,Tyrannidae,Elaeniinae,Elaenia,Elaenia albiceps,"",A,"","","","",""
1084,species,Lesser Elaenia,Élénie menue,Passeriformes,Tyrannidae,Elaeniinae,Elaenia,Elaenia chiriquensis,"","","","","","",""
1085,species,Mountain Elaenia,Élénie montagnarde,Passeriformes,Tyrannidae,Elaeniinae,Elaenia,Elaenia frantzii,"","","","","","",""
1086,species,Greater Antillean Elaenia,Élénie sara,Passeriformes,Tyrannidae,Elaeniinae,Elaenia,Elaenia fallax,"","","","","","",""
1087,species,Torrent Tyrannulet,Tyranneau des torrents,Passeriformes,Tyrannidae,Elaeniinae,Serpophaga,Serpophaga cinerea,"","","","","","",""
1088,species,Olive-striped Flycatcher,Pipromorphe olive,Passeriformes,Tyrannidae,Elaeniinae,Mionectes,Mionectes olivaceus,"","","","","","",""
1089,species,Ochre-bellied Flycatcher,Pipromorphe roussâtre,Passeriformes,Tyrannidae,Elaeniinae,Mionectes,Mionectes oleagineus,"","","","","","",""
1090,species,Sepia-capped Flycatcher,Pipromorphe à tête brune,Passeriformes,Tyrannidae,Elaeniinae,Leptopogon,Leptopogon amaurocephalus,"","","","","","",""
1091,species,Slaty-capped Flycatcher,Pipromorphe à tête grise,Passeriformes,Tyrannidae,Elaeniinae,Leptopogon,Leptopogon superciliaris,"","","","","","",""
1092,species,Yellow-green Tyrannulet,Tyranneau jaune-vert,Passeriformes,Tyrannidae,Elaeniinae,Phylloscartes,Phylloscartes flavovirens,Monotypic.,"","","","","",""
1093,species,Rufous-browed Tyrannulet,Tyranneau à sourcils roux,Passeriformes,Tyrannidae,Elaeniinae,Phylloscartes,Phylloscartes superciliaris,"","","","","","",""
1094,species,Rough-legged Tyrannulet,Tyranneau pattu,Passeriformes,Tyrannidae,Elaeniinae,Phyllomyias,Phyllomyias burmeisteri,Monotypic.,"","","","","",""
1095,species,Sooty-headed Tyrannulet,Tyranneau nain,Passeriformes,Tyrannidae,Elaeniinae,Phyllomyias,Phyllomyias griseiceps,"","","","","","",""
1096,species,Paltry Tyrannulet,Tyranneau gobemoucheron,Passeriformes,Tyrannidae,Elaeniinae,Zimmerius,Zimmerius vilissimus,"","","","","","",""
1097,species,Northern Scrub-Flycatcher,Tyranneau des palétuviers,Passeriformes,Tyrannidae,Elaeniinae,Sublegatus,Sublegatus arenarum,"","","","","","",""
1098,species,Bronze-olive Pygmy-Tyrant,Tyranneau bronzé,Passeriformes,Tyrannidae,Elaeniinae,Pseudotriccus,Pseudotriccus pelzelni,"","","","","","",""
1099,species,Black-capped Pygmy-Tyrant,Microtyran à calotte noire,Passeriformes,Tyrannidae,Platyrinchinae,Myiornis,Myiornis atricapillus,Monotypic.,"","","","","",""
1100,species,Scale-crested Pygmy-Tyrant,Microtyran chevelu,Passeriformes,Tyrannidae,Platyrinchinae,Lophotriccus,Lophotriccus pileatus,"","","","","","",""
1101,species,Pale-eyed Pygmy-Tyrant,Microtyran coiffé,Passeriformes,Tyrannidae,Platyrinchinae,Lophotriccus,Lophotriccus pilaris,"","","","","","",""
1102,species,Northern Bentbill,Tyranneau à bec courbe,Passeriformes,Tyrannidae,Platyrinchinae,Oncostoma,Oncostoma cinereigulare,Monotypic.,"","","","","",""
1103,species,Southern Bentbill,Tyranneau de Lawrence,Passeriformes,Tyrannidae,Platyrinchinae,Oncostoma,Oncostoma olivaceum,Monotypic.,"","","","","",""
1104,species,Slate-headed Tody-Flycatcher,Todirostre de Desmarest,Passeriformes,Tyrannidae,Platyrinchinae,Poecilotriccus,Poecilotriccus sylvia,"","","","","","",""
1105,species,Common Tody-Flycatcher,Todirostre familier,Passeriformes,Tyrannidae,Platyrinchinae,Todirostrum,Todirostrum cinereum,"","","","","","",""
1106,species,Black-headed Tody-Flycatcher,Todirostre à tête noire,Passeriformes,Tyrannidae,Platyrinchinae,Todirostrum,Todirostrum nigriceps,Monotypic.,"","","","","",""
1107,species,Brownish Twistwing,Platyrhynque brun,Passeriformes,Tyrannidae,Platyrinchinae,Cnipodectes,Cnipodectes subbrunneus,"","","","","","",""
1108,species,Eye-ringed Flatbill,Platyrhynque à bec court,Passeriformes,Tyrannidae,Platyrinchinae,Rhynchocyclus,Rhynchocyclus brevirostris,"","","","","","",""
1109,species,Olivaceous Flatbill,Platyrhynque olivâtre,Passeriformes,Tyrannidae,Platyrinchinae,Rhynchocyclus,Rhynchocyclus olivaceus,"","","","","","",""
1110,species,Yellow-olive Flycatcher,Platyrhynque jaune-olive,Passeriformes,Tyrannidae,Platyrinchinae,Tolmomyias,Tolmomyias sulphurescens,"","","","","","",""
1111,species,Yellow-margined Flycatcher,Platyrhynque à miroir,Passeriformes,Tyrannidae,Platyrinchinae,Tolmomyias,Tolmomyias assimilis,"","","","","","",""
2052,species,Yellow-breasted Flycatcher,Platyrhynque à poitrine jaune,Passeriformes,Tyrannidae,Platyrinchinae,Tolmomyias,Tolmomyias flaviventris,"","","","","","",""
1112,species,Stub-tailed Spadebill,Platyrhynque à queue courte,Passeriformes,Tyrannidae,Platyrinchinae,Platyrinchus,Platyrinchus cancrominus,"","","","","","",""
1113,species,White-throated Spadebill,Platyrhynque à moustaches,Passeriformes,Tyrannidae,Platyrinchinae,Platyrinchus,Platyrinchus mystaceus,"","","","","","",""
1114,species,Golden-crowned Spadebill,Platyrhynque à tête d'or,Passeriformes,Tyrannidae,Platyrinchinae,Platyrinchus,Platyrinchus coronatus,"","","","","","",""
1115,species,Royal Flycatcher,Moucherolle royal,Passeriformes,Tyrannidae,Fluvicolinae,Onychorhynchus,Onychorhynchus coronatus,"","","","","","",""
1116,species,Ruddy-tailed Flycatcher,Moucherolle rougequeue,Passeriformes,Tyrannidae,Fluvicolinae,Terenotriccus,Terenotriccus erythrurus,"","","","","","",""
1117,species,Tawny-breasted Flycatcher,Moucherolle hérissé,Passeriformes,Tyrannidae,Fluvicolinae,Myiobius,Myiobius villosus,"","","","","","",""
1118,species,Sulphur-rumped Flycatcher,Moucherolle à croupion jaune,Passeriformes,Tyrannidae,Fluvicolinae,Myiobius,Myiobius sulphureipygius,"","","","","","",""
1119,species,Black-tailed Flycatcher,Moucherolle à queue noire,Passeriformes,Tyrannidae,Fluvicolinae,Myiobius,Myiobius atricaudus,"","","","","","",""
1120,species,Bran-colored Flycatcher,Moucherolle fascié,Passeriformes,Tyrannidae,Fluvicolinae,Myiophobus,Myiophobus fasciatus,"","","","","","",""
1121,species,Euler's Flycatcher,Moucherolle d'Euler,Passeriformes,Tyrannidae,Fluvicolinae,Lathrotriccus,Lathrotriccus euleri,"","","","","","",""
1122,species,Tawny-chested Flycatcher,Moucherolle à poitrine fauve,Passeriformes,Tyrannidae,Fluvicolinae,Aphanotriccus,Aphanotriccus capitalis,Monotypic.,"","","","","",""
1123,species,Black-billed Flycatcher,Moucherolle à bec noir,Passeriformes,Tyrannidae,Fluvicolinae,Aphanotriccus,Aphanotriccus audax,Monotypic.,"","","","","",""
1124,species,Belted Flycatcher,Moucherolle ceinturé,Passeriformes,Tyrannidae,Fluvicolinae,Xenotriccus,Xenotriccus callizonus,"","","","","","",""
1125,species,Pileated Flycatcher,Moucherolle aztèque,Passeriformes,Tyrannidae,Fluvicolinae,Xenotriccus,Xenotriccus mexicanus,Monotypic.,"","","","","",""
1126,species,Tufted Flycatcher,Moucherolle huppé,Passeriformes,Tyrannidae,Fluvicolinae,Mitrephanes,Mitrephanes phaeocercus,"","","","","","",""
1127,species,Olive-sided Flycatcher,Moucherolle à côtés olive,Passeriformes,Tyrannidae,Fluvicolinae,Contopus,Contopus cooperi,Monotypic.,"","","","","",""
1128,species,Greater Pewee,Moucherolle de Coues,Passeriformes,Tyrannidae,Fluvicolinae,Contopus,Contopus pertinax,"","","","","","",""
1129,species,Dark Pewee,Moucherolle ombré,Passeriformes,Tyrannidae,Fluvicolinae,Contopus,Contopus lugubris,Monotypic.,"","","","","",""
1130,species,Ochraceous Pewee,Moucherolle ocré,Passeriformes,Tyrannidae,Fluvicolinae,Contopus,Contopus ochraceus,Monotypic.,"","","","","",""
1131,species,Western Wood-Pewee,Pioui de l'Ouest,Passeriformes,Tyrannidae,Fluvicolinae,Contopus,Contopus sordidulus,"","","","","","",""
1132,species,Eastern Wood-Pewee,Pioui de l'Est,Passeriformes,Tyrannidae,Fluvicolinae,Contopus,Contopus virens,Monotypic.,"","","","","",""
1133,species,Tropical Pewee,Moucherolle cendré,Passeriformes,Tyrannidae,Fluvicolinae,Contopus,Contopus cinereus,"","","","","","",""
1134,species,Cuban Pewee,Moucherolle tête-fou,Passeriformes,Tyrannidae,Fluvicolinae,Contopus,Contopus caribaeus,"","","","","","",""
1135,species,Jamaican Pewee,Moucherolle de la Jamaïque,Passeriformes,Tyrannidae,Fluvicolinae,Contopus,Contopus pallidus,Monotypic.,"","","","","",""
1136,species,Hispaniolan Pewee,Moucherolle d'Hispaniola,Passeriformes,Tyrannidae,Fluvicolinae,Contopus,Contopus hispaniolensis,"","","","","","",""
1137,species,Lesser Antillean Pewee,Moucherolle gobemouche,Passeriformes,Tyrannidae,Fluvicolinae,Contopus,Contopus latirostris,"","","","","","",""
1138,species,Yellow-bellied Flycatcher,Moucherolle à ventre jaune,Passeriformes,Tyrannidae,Fluvicolinae,Empidonax,Empidonax flaviventris,Monotypic.,"","","","","",""
1139,species,Acadian Flycatcher,Moucherolle vert,Passeriformes,Tyrannidae,Fluvicolinae,Empidonax,Empidonax virescens,Monotypic.,"","","","","",""
1140,species,Alder Flycatcher,Moucherolle des aulnes,Passeriformes,Tyrannidae,Fluvicolinae,Empidonax,Empidonax alnorum,Monotypic.,"","","","","",""
1141,species,Willow Flycatcher,Moucherolle des saules,Passeriformes,Tyrannidae,Fluvicolinae,Empidonax,Empidonax traillii,"","","","","","",""
1142,species,White-throated Flycatcher,Moucherolle à gorge blanche,Passeriformes,Tyrannidae,Fluvicolinae,Empidonax,Empidonax albigularis,"","","","","","",""
1143,species,Least Flycatcher,Moucherolle tchébec,Passeriformes,Tyrannidae,Fluvicolinae,Empidonax,Empidonax minimus,Monotypic.,"","","","","",""
1144,species,Hammond's Flycatcher,Moucherolle de Hammond,Passeriformes,Tyrannidae,Fluvicolinae,Empidonax,Empidonax hammondii,Monotypic.,"","","","","",""
1145,species,Gray Flycatcher,Moucherolle gris,Passeriformes,Tyrannidae,Fluvicolinae,Empidonax,Empidonax wrightii,Monotypic.,"","","","","",""
1146,species,Dusky Flycatcher,Moucherolle sombre,Passeriformes,Tyrannidae,Fluvicolinae,Empidonax,Empidonax oberholseri,Monotypic.,"","","","","",""
1147,species,Pine Flycatcher,Moucherolle des pins,Passeriformes,Tyrannidae,Fluvicolinae,Empidonax,Empidonax affinis,"","","","","","",""
1148,species,Pacific-slope Flycatcher,Moucherolle côtier,Passeriformes,Tyrannidae,Fluvicolinae,Empidonax,Empidonax difficilis,"","","","","","",""
1149,species,Cordilleran Flycatcher,Moucherolle des ravins,Passeriformes,Tyrannidae,Fluvicolinae,Empidonax,Empidonax occidentalis,"","","","","","",""
1150,species,Yellowish Flycatcher,Moucherolle jaunâtre,Passeriformes,Tyrannidae,Fluvicolinae,Empidonax,Empidonax flavescens,"","","","","","",""
1151,species,Buff-breasted Flycatcher,Moucherolle beige,Passeriformes,Tyrannidae,Fluvicolinae,Empidonax,Empidonax fulvifrons,"","","","","","",""
1152,species,Black-capped Flycatcher,Moucherolle à tête noire,Passeriformes,Tyrannidae,Fluvicolinae,Empidonax,Empidonax atriceps,Monotypic.,"","","","","",""
1153,species,Black Phoebe,Moucherolle noir,Passeriformes,Tyrannidae,Fluvicolinae,Sayornis,Sayornis nigricans,"","","","","","",""
1154,species,Eastern Phoebe,Moucherolle phébi,Passeriformes,Tyrannidae,Fluvicolinae,Sayornis,Sayornis phoebe,Monotypic.,"","","","","",""
1155,species,Say's Phoebe,Moucherolle à ventre roux,Passeriformes,Tyrannidae,Fluvicolinae,Sayornis,Sayornis saya,"","","","","","",""
1156,species,Vermilion Flycatcher,Moucherolle vermillon,Passeriformes,Tyrannidae,Fluvicolinae,Pyrocephalus,Pyrocephalus rubinus,"","","","","","",""
1157,species,Pied Water-Tyrant,Moucherolle pie,Passeriformes,Tyrannidae,Fluvicolinae,Fluvicola,Fluvicola pica,"","","","","","",""
1158,species,Long-tailed Tyrant,Moucherolle à longs brins,Passeriformes,Tyrannidae,Fluvicolinae,Colonia,Colonia colonus,"","","","","","",""
1159,species,Cattle Tyrant,Moucherolle querelleur,Passeriformes,Tyrannidae,Fluvicolinae,Machetornis,Machetornis rixosa,"",A,"","","","",""
1160,species,Bright-rumped Attila,Attila à croupion jaune,Passeriformes,Tyrannidae,Tyranninae,Attila,Attila spadiceus,"","","","","","",""
1161,species,Sirystes,Tyran siffleur,Passeriformes,Tyrannidae,Tyranninae,Sirystes,Sirystes sibilator,"","","","","","",""
1162,species,Rufous Mourner,Tyran plaintif,Passeriformes,Tyrannidae,Tyranninae,Rhytipterna,Rhytipterna holerythra,"","","","","","",""
1163,species,Yucatan Flycatcher,Tyran du Yucatan,Passeriformes,Tyrannidae,Tyranninae,Myiarchus,Myiarchus yucatanensis,"","","","","","",""
1164,species,Sad Flycatcher,Tyran triste,Passeriformes,Tyrannidae,Tyranninae,Myiarchus,Myiarchus barbirostris,Monotypic.,"","","","","",""
1165,species,Dusky-capped Flycatcher,Tyran olivâtre,Passeriformes,Tyrannidae,Tyranninae,Myiarchus,Myiarchus tuberculifer,"","","","","","",""
1166,species,Panama Flycatcher,Tyran du Panama,Passeriformes,Tyrannidae,Tyranninae,Myiarchus,Myiarchus panamensis,"","","","","","",""
1167,species,Ash-throated Flycatcher,Tyran à gorge cendrée,Passeriformes,Tyrannidae,Tyranninae,Myiarchus,Myiarchus cinerascens,"","","","","","",""
1168,species,Nutting's Flycatcher,Tyran de Nutting,Passeriformes,Tyrannidae,Tyranninae,Myiarchus,Myiarchus nuttingi,"","","","","","",""
1169,species,Great Crested Flycatcher,Tyran huppé,Passeriformes,Tyrannidae,Tyranninae,Myiarchus,Myiarchus crinitus,Monotypic.,"","","","","",""
1170,species,Brown-crested Flycatcher,Tyran de Wied,Passeriformes,Tyrannidae,Tyranninae,Myiarchus,Myiarchus tyrannulus,"","","","","","",""
1171,species,Grenada Flycatcher,Tyran bavard,Passeriformes,Tyrannidae,Tyranninae,Myiarchus,Myiarchus nugator,Monotypic.,"","","","","",""
1172,species,Rufous-tailed Flycatcher,Tyran à queue rousse,Passeriformes,Tyrannidae,Tyranninae,Myiarchus,Myiarchus validus,Monotypic.,"","","","","",""
1173,species,La Sagra's Flycatcher,Tyran de La Sagra,Passeriformes,Tyrannidae,Tyranninae,Myiarchus,Myiarchus sagrae,"","","","","","",""
1174,species,Stolid Flycatcher,Tyran grosse-tête,Passeriformes,Tyrannidae,Tyranninae,Myiarchus,Myiarchus stolidus,"","","","","","",""
1175,species,Puerto Rican Flycatcher,Tyran de Porto Rico,Passeriformes,Tyrannidae,Tyranninae,Myiarchus,Myiarchus antillarum,Monotypic.,"","","","","",""
1176,species,Lesser Antillean Flycatcher,Tyran janeau,Passeriformes,Tyrannidae,Tyranninae,Myiarchus,Myiarchus oberi,"","","","","","",""
1177,species,Flammulated Flycatcher,Tyran flammé,Passeriformes,Tyrannidae,Tyranninae,Deltarhynchus,Deltarhynchus flammulatus,Monotypic.,"","","","","",""
1178,species,Lesser Kiskadee,Tyran licteur,Passeriformes,Tyrannidae,Tyranninae,Pitangus,Pitangus lictor,"","","","","","",""
1179,species,Great Kiskadee,Tyran quiquivi,Passeriformes,Tyrannidae,Tyranninae,Pitangus,Pitangus sulphuratus,"","","","","","",""
1180,species,Boat-billed Flycatcher,Tyran pitangua,Passeriformes,Tyrannidae,Tyranninae,Megarynchus,Megarynchus pitangua,"","","","","","",""
1181,species,Rusty-margined Flycatcher,Tyran de Cayenne,Passeriformes,Tyrannidae,Tyranninae,Myiozetetes,Myiozetetes cayanensis,"","","","","","",""
1182,species,Social Flycatcher,Tyran sociable,Passeriformes,Tyrannidae,Tyranninae,Myiozetetes,Myiozetetes similis,"","","","","","",""
1183,species,Gray-capped Flycatcher,Tyran à tête grise,Passeriformes,Tyrannidae,Tyranninae,Myiozetetes,Myiozetetes granadensis,"","","","","","",""
1184,species,White-ringed Flycatcher,Tyran diadème,Passeriformes,Tyrannidae,Tyranninae,Conopias,Conopias albovittatus,"","","","","","",""
1185,species,Golden-bellied Flycatcher,Tyran à ventre d'or,Passeriformes,Tyrannidae,Tyranninae,Myiodynastes,Myiodynastes hemichrysus,Monotypic.,"","","","","",""
1186,species,Golden-crowned Flycatcher,Tyran à casque d'or,Passeriformes,Tyrannidae,Tyranninae,Myiodynastes,Myiodynastes chrysocephalus,"","","","","","",""
1187,species,Streaked Flycatcher,Tyran audacieux,Passeriformes,Tyrannidae,Tyranninae,Myiodynastes,Myiodynastes maculatus,"","","","","","",""
1188,species,Sulphur-bellied Flycatcher,Tyran tigré,Passeriformes,Tyrannidae,Tyranninae,Myiodynastes,Myiodynastes luteiventris,Monotypic.,"","","","","",""
1189,species,Piratic Flycatcher,Tyran pirate,Passeriformes,Tyrannidae,Tyranninae,Legatus,Legatus leucophaius,"","","","","","",""
1190,species,Variegated Flycatcher,Tyran tacheté,Passeriformes,Tyrannidae,Tyranninae,Empidonomus,Empidonomus varius,"",A,"","","","",""
2053,species,Crowned Slaty Flycatcher,Tyran oriflamme,Passeriformes,Tyrannidae,Tyranninae,Empidonomus,Empidonomus aurantioatrocristatus,"",A,"","","","",""
1191,species,Tropical Kingbird,Tyran mélancolique,Passeriformes,Tyrannidae,Tyranninae,Tyrannus,Tyrannus melancholicus,"","","","","","",""
1192,species,Couch's Kingbird,Tyran de Couch,Passeriformes,Tyrannidae,Tyranninae,Tyrannus,Tyrannus couchii,Monotypic.,"","","","","",""
1193,species,Cassin's Kingbird,Tyran de Cassin,Passeriformes,Tyrannidae,Tyranninae,Tyrannus,Tyrannus vociferans,"","","","","","",""
1194,species,Thick-billed Kingbird,Tyran à bec épais,Passeriformes,Tyrannidae,Tyranninae,Tyrannus,Tyrannus crassirostris,"","","","","","",""
1195,species,Western Kingbird,Tyran de l'Ouest,Passeriformes,Tyrannidae,Tyranninae,Tyrannus,Tyrannus verticalis,Monotypic.,"","","","","",""
1196,species,Eastern Kingbird,Tyran tritri,Passeriformes,Tyrannidae,Tyranninae,Tyrannus,Tyrannus tyrannus,Monotypic.,"","","","","",""
1197,species,Gray Kingbird,Tyran gris,Passeriformes,Tyrannidae,Tyranninae,Tyrannus,Tyrannus dominicensis,"","","","","","",""
1198,species,Loggerhead Kingbird,Tyran tête-police,Passeriformes,Tyrannidae,Tyranninae,Tyrannus,Tyrannus caudifasciatus,"","","","","","",""
1199,species,Giant Kingbird,Tyran géant,Passeriformes,Tyrannidae,Tyranninae,Tyrannus,Tyrannus cubensis,Monotypic.,"","","","","",""
1200,species,Scissor-tailed Flycatcher,Tyran à longue queue,Passeriformes,Tyrannidae,Tyranninae,Tyrannus,Tyrannus forficatus,Monotypic.,"","","","","",""
1201,species,Fork-tailed Flycatcher,Tyran des savanes,Passeriformes,Tyrannidae,Tyranninae,Tyrannus,Tyrannus savana,"","","","","","",""
2030,species,Gray-headed Piprites,Piprite à tête grise,Passeriformes,Tyrannidae,<i>Incertae Sedis</i>,Piprites,Piprites griseiceps,Monotypic.,"","","","","",""
10741,species,Northern Schiffornis,Antriade du Verapaz,Passeriformes,Tityridae,,Schiffornis,Schiffornis veraepacis,Formerly treated as conspecific with Schiffornis turdina.,"","","","","",""
10751,species,Russet-winged Schiffornis,Antriade sténorhynque,Passeriformes,Tityridae,,Schiffornis,Schiffornis stenorhyncha,Formerly treated as conspecific with Schiffornis turdina.,"","","","","",""
2022,species,Speckled Mourner,Aulia tacheté,Passeriformes,Tityridae,,Laniocera,Laniocera rufescens,"","","","","","",""
2033,species,Masked Tityra,Tityre masqué,Passeriformes,Tityridae,,Tityra,Tityra semifasciata,"","","","","","",""
2032,species,Black-crowned Tityra,Tityre à tête noire,Passeriformes,Tityridae,,Tityra,Tityra inquisitor,"","","","","","",""
1647,species,Barred Becard,Bécarde barrée,Passeriformes,Tityridae,,Pachyramphus,Pachyramphus versicolor,"","","","","","",""
2023,species,Cinereous Becard,Bécarde cendrée,Passeriformes,Tityridae,,Pachyramphus,Pachyramphus rufus,"","","","","","",""
2028,species,Cinnamon Becard,Bécarde cannelle,Passeriformes,Tityridae,,Pachyramphus,Pachyramphus cinnamomeus,"","","","","","",""
2025,species,White-winged Becard,Bécarde à ailes blanches,Passeriformes,Tityridae,,Pachyramphus,Pachyramphus polychopterus,"","","","","","",""
2026,species,Black-and-white Becard,Bécarde pie,Passeriformes,Tityridae,,Pachyramphus,Pachyramphus albogriseus,"","","","","","",""
2027,species,Gray-collared Becard,Bécarde du Mexique,Passeriformes,Tityridae,,Pachyramphus,Pachyramphus major,"","","","","","",""
2029,species,Rose-throated Becard,Bécarde à gorge rose,Passeriformes,Tityridae,,Pachyramphus,Pachyramphus aglaiae,"","","","","","",""
2024,species,One-colored Becard,Bécarde unicolore,Passeriformes,Tityridae,,Pachyramphus,Pachyramphus homochrous,"","","","","","",""
1934,species,Jamaican Becard,Bécarde de la Jamaïque,Passeriformes,Tityridae,,Pachyramphus,Pachyramphus niger,Monotypic.,"","","","","",""
1209,species,Purple-throated Fruitcrow,Coracine noire,Passeriformes,Cotingidae,,Querula,Querula purpurata,Monotypic.,"","","","","",""
1210,species,Bare-necked Umbrellabird,Coracine ombrelle,Passeriformes,Cotingidae,,Cephalopterus,Cephalopterus glabricollis,Monotypic.,"","","","","",""
1203,species,Lovely Cotinga,Cotinga céleste,Passeriformes,Cotingidae,,Cotinga,Cotinga amabilis,Monotypic.,"","","","","",""
1204,species,Turquoise Cotinga,Cotinga turquoise,Passeriformes,Cotingidae,,Cotinga,Cotinga ridgwayi,Monotypic.,"","","","","",""
1205,species,Blue Cotinga,Cotinga bleu,Passeriformes,Cotingidae,,Cotinga,Cotinga nattererii,Monotypic.,"","","","","",""
1202,species,Rufous Piha,Piauhau roux,Passeriformes,Cotingidae,,Lipaugus,Lipaugus unirufus,"","","","","","",""
1211,species,Three-wattled Bellbird,Araponga tricaronculé,Passeriformes,Cotingidae,,Procnias,Procnias tricarunculatus,Monotypic.,"","","","","",""
